사무명,질문
"여객자동차운송사업,자동차대여사업,여객자동차운송가맹사업 상속신고",2. 자동차대여사업 상속신고를 하려면 피상속인과의 관계를 증명할 수 있는 서류는 구체적으로 어떤 것이 있어야 하나요?
"여객자동차운송사업,자동차대여사업,여객자동차운송가맹사업 상속신고","3. 여객자동차운송가맹사업의 상속신고를 위해 다른 상속인의 동의서가 필요한 경우, 동의서는 어떤 형식으로 작성해야 하나요?"
"여객자동차운송사업,자동차대여사업,여객자동차운송가맹사업 상속신고","4. 여객자동차운송사업 상속신고를 위해 필요한 기본서류를 모두 준비했는데, 접수는 국토교통부에 방문해야 하나요, 아니면 우편이나 인터넷으로도 가능하나요?"
"여객자동차운송사업,자동차대여사업,여객자동차운송가맹사업 상속신고","5. 자동차대여사업 상속신고를 할 때, 수수료가 3,000원이라고 하던데, 이 수수료는 어떻게 납부해야 하는지 궁금합니다."
여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고,"1. 여객자동차운송사업의 운송약관을 신고하려고 하는데, 기본서류 외에 추가로 어떤 서류를 제출해야 하나요?"
여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고,"2. 자동차대여사업의 대여 약관을 변경 신고할 경우, 신구대비표는 어떻게 작성해야 하는지 궁금합니다."
여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고,"3. 여객자동차운송사업운송약관 신고를 위해 국토교통부 모빌리티총괄과에 방문할 때, 수수료는 현금으로만 납부 가능한가요?"
여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고,"4. 여객자동차운송사업의 운송약관 신고를 우편으로 제출하려고 하는데, 접수 후 처리 기간은 얼마나 걸리는지 알고 싶습니다."
여객자동차운송사업운송약관(자동차대여사업대여 약관) 신고,5. 자동차대여사업의 대여 약관 신고를 위해 필요한 기본서류에는 어떤 내용이 포함되어 있는지 자세히 설명해 주실 수 있나요?
여객자동차운송사업 운송개시일연기(운송개시기간연장) 신청,"1. 여객자동차 운송사업을 시작하려고 하는데, 운송개시일을 연기하려면 어떤 관계증거 서류를 제출해야 하나요?"
여객자동차운송사업 운송개시일연기(운송개시기간연장) 신청,"2. 여객자동차운송사업 운송개시일연기 신청을 위해 인터넷으로 신청할 경우, 어떤 절차를 따라야 하는지 알고 싶습니다."
여객자동차운송사업 운송개시일연기(운송개시기간연장) 신청,"3. 여객자동차 운수사업의 운송개시기간을 연장하고 싶은데, 수수료가 3,200원이라고 하던데 이 금액은 어떻게 납부하나요?"
여객자동차운송사업 운송개시일연기(운송개시기간연장) 신청,"4. 여객자동차운송사업 운송개시일연기 신청서를 작성할 때, 별지 서식 10호를 어디서 받을 수 있는지 궁금합니다."
여객자동차운송사업 운송개시일연기(운송개시기간연장) 신청,"5. 여객자동차 운송사업을 운영하고 있는데, 운송개시일 연기 신청 후 처리 기간이 2일이라고 하던데, 이 기간 내에 어떤 추가적인 절차가 필요한가요?"
여객자동차운송사업계획변경(자동차대여사업계획 변경) 신고,"1. 자동차대여사업계획 변경 신고를 하려는데, 신.구사업계획 대비표는 어떻게 작성해야 하나요?"
여객자동차운송사업계획변경(자동차대여사업계획 변경) 신고,2. 여객자동차운송사업계획변경 신고를 위해 제출해야 하는 자동차의 소유권 증명 서류는 어떤 것이 필요한가요?
여객자동차운송사업계획변경(자동차대여사업계획 변경) 신고,"3. 차고지 이전을 신고하려고 하는데, 차고 및 운송부대시설의 소유권을 증명할 수 있는 서류는 무엇이 필요한가요?"
여객자동차운송사업계획변경(자동차대여사업계획 변경) 신고,4. 여객자동차운송사업계획변경 신고를 위해 관련사업자 간의 합의를 증명하는 서류는 어떤 형식으로 제출해야 하나요?
여객자동차운송사업계획변경(자동차대여사업계획 변경) 신고,"5. 자동차대여사업계획 변경 신고를 하려면 주차장사용계약서를 반드시 첨부해야 하는지, 어떤 경우에 필요할까요?"
여객자동차운송사업개시 등 신고,"1. 여객자동차운송사업을 시작하려고 하는데, 운행개시 신고를 위해 필요한 기본서류는 무엇인지 알고 싶습니다."
여객자동차운송사업개시 등 신고,"2. 여객자동차운송사업관리위탁신고서를 제출하려고 하는데, 책임보험 가입 증명서는 어떻게 준비해야 하나요?"
여객자동차운송사업개시 등 신고,"3. 여객자동차운송사업을 위한 신고를 국토교통부에 하려면, 방문 접수 시 어떤 서류를 함께 제출해야 하는지 궁금합니다."
여객자동차운송사업개시 등 신고,"4. 여객자동차운송사업을 시작하기 위해 법인을 설립했는데, 법인 등기부등본을 제출해야 하는 경우 어떤 절차를 따라야 하나요?"
여객자동차운송사업개시 등 신고,"5. 여객자동차운송사업관리위탁신고를 인터넷으로 제출하고 싶은데, 구체적인 접수 방법에 대해 안내받을 수 있을까요?"
수송시설확인신청,"1. 여객자동차 운수사업을 시작하려고 하는데, 차고 및 부대시설을 확인하기 위해 제출해야 할 서류는 무엇인지 궁금합니다."
수송시설확인신청,2. 수송시설확인신청을 위해 자동차의 소유권을 증명할 수 있는 서류는 어떤 종류가 필요한가요?
수송시설확인신청,"3. 차고 및 운송부대시설의 소유권을 증명하는 서류를 준비하려고 하는데, 어떤 문서가 적합한지 안내받을 수 있을까요?"
수송시설확인신청,"4. 수송시설확인신청을 위해 제출해야 하는 시설의 명칭, 위치 및 규모를 표시한 명세서는 어떤 형식으로 작성해야 하나요?"
수송시설확인신청,"5. 수송시설확인신청을 위해 필요한 수수료가 6,000원이라고 들었는데, 이 수수료는 어떻게 납부해야 하는지 알고 싶습니다."
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 법인합병신고","1. 자동차대여사업 법인 합병 신고를 하려는데, 합병계약서 사본 외에 어떤 서류를 추가로 제출해야 하나요?"
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 법인합병신고",2. 여객자동차운송사업 법인 합병 신고를 위해 필요한 구비서류 중에서 노선도를 어떻게 준비해야 하는지 궁금합니다.
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 법인합병신고","3. 법인 합병 신고를 하려는데, 합병 후 존속하는 법인의 사업용 고정자산 명세서는 어떤 형식으로 작성해야 하나요?"
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 법인합병신고","4. 자동차대여사업 법인 합병 신고를 위해 수수료가 3,000원인데, 이 수수료는 어떻게 납부해야 하나요?"
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 법인합병신고","5. 여객자동차운송사업 법인 합병 신고를 위해 방문 접수할 경우, 국토교통부의 모빌리티총괄과에 직접 가야 하는지, 아니면 다른 절차가 있는지 알고 싶습니다."
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 양도·양수 신고","1. 제가 운영하던 자동차대여사업을 양도하려고 하는데, 양도·양수 신고를 위해 필요한 서류는 어떤 것들이 있나요?"
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 양도·양수 신고",2. 여객자동차운송사업의 양도·양수 신고를 위해 양도계약서 사본 외에 어떤 추가 서류를 제출해야 하는지 궁금합니다.
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 양도·양수 신고",3. 자동차대여사업의 양도·양수 신고를 하려면 수수료가 얼마인지 알고 싶습니다.
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 양도·양수 신고","4. 여객자동차운송사업 양도·양수 신고를 위해 방문 접수할 때, 어떤 서류를 지참해야 하는지 안내받을 수 있을까요?"
"여객자동차운송사업(자동차대여사업, 여객자동차운송가맹사업) 양도·양수 신고","5. 제가 개인으로 여객자동차운송사업을 양수하려고 하는데, 양수인이 운송업자가 아닐 경우 제출해야 하는 서류는 무엇인지 알고 싶습니다."
여객자동차운송사업(자동차대여사업) 관리위탁신고(허가),"1. 자동차대여사업을 위한 관리위탁신고를 하려는데, 필요한 구비서류 중 사업관리의 위탁계약서 사본은 어떻게 준비해야 하나요?"
여객자동차운송사업(자동차대여사업) 관리위탁신고(허가),"2. 여객자동차운송사업의 관리위탁신고를 위해 법인으로 신청할 경우, 이사회의 의결서 사본은 어떤 형식으로 제출해야 하나요?"
여객자동차운송사업(자동차대여사업) 관리위탁신고(허가),"3. 자동차대여사업의 관리위탁신고를 위해 노선도는 어떻게 작성해야 하며, 어떤 정보를 포함해야 하나요?"
여객자동차운송사업(자동차대여사업) 관리위탁신고(허가),"4. 수탁자가 신설법인인 경우 제출해야 하는 정관은 어떤 형식으로 공증을 받아야 하며, 추가로 어떤 서류가 필요한가요?"
여객자동차운송사업(자동차대여사업) 관리위탁신고(허가),"5. 여객자동차운송사업 관리위탁신고를 위해 수수료가 1,400원인데, 이 수수료는 어떻게 납부할 수 있나요?"
여객자동차운수사업계획 변경 인가(등록),"1. 여객자동차운수사업계획을 변경하고 싶은데, 자동차 대수를 늘리는 경우에 필요한 서류는 어떤 것들이 있나요?"
여객자동차운수사업계획 변경 인가(등록),"2. 여객자동차운수사업계획 변경 인가를 신청하려고 하는데, 기본서류 외에 추가로 제출해야 할 서류가 있는지 궁금합니다."
여객자동차운수사업계획 변경 인가(등록),"3. 여객자동차운수사업계획 변경 인가를 위해 국토교통부에 방문 접수를 하려면, 어떤 절차를 따라야 하는지 알고 싶습니다."
여객자동차운수사업계획 변경 인가(등록),"4. 여객자동차운수사업계획을 변경할 때, 증차를 신청하면 수수료가 얼마나 발생하는지 알고 싶습니다."
여객자동차운수사업계획 변경 인가(등록),"5. 여객자동차운수사업계획 변경 인가를 신청할 때, 구 사업계획과 신 사업계획을 대비한 서류는 어떤 형식으로 제출해야 하는지 궁금합니다."
여객자동차 운수사업 면허증 등 재발급신청,"1. 여객자동차 운송사업 면허증을 잃어버렸는데, 재발급 신청을 하려면 어떤 기본서류를 제출해야 하나요?"
여객자동차 운수사업 면허증 등 재발급신청,"2. 헐어서 못 쓰게 된 여객자동차 운송사업 면허증의 재발급을 요청할 경우, 신청서 외에 어떤 서류가 필요한가요?"
여객자동차 운수사업 면허증 등 재발급신청,"3. 여객자동차 운수사업 면허증 재발급을 위해 국토교통부에 방문 신청할 때, 수수료는 어떻게 지불하나요?"
여객자동차 운수사업 면허증 등 재발급신청,"4. 여객자동차터미널사업 면허증을 재발급받고 싶은데, 인터넷으로 신청할 경우 처리 기간은 얼마나 걸리나요?"
여객자동차 운수사업 면허증 등 재발급신청,5. 여객자동차운송사업 면허증 재발급 신청을 위해 필요한 신청서는 어디에서 다운로드할 수 있나요?
여객자동차운송사업 면허 신청,"1. 일반택시운송사업 면허를 신청하려고 하는데, 사업계획서를 포함한 구비서류는 어떻게 준비해야 하나요?"
여객자동차운송사업 면허 신청,"2. 노선여객자동차운송사업 면허를 신청할 때, 노선도를 제출해야 하는데, 이 노선도는 어떤 형식으로 작성해야 하나요?"
여객자동차운송사업 면허 신청,"3. 여객자동차운송사업 면허를 신청할 때, 자동차매매계약서를 제출해야 하는데, 이 서류는 어떤 내용을 포함해야 하나요?"
여객자동차운송사업 면허 신청,"4. 여객자동차운송사업 면허 신청 시 수수료가 기본 14,000원에 자동차 1대당 2,000원이 추가된다고 하는데, 여러 대의 자동차를 등록할 경우 총 수수료는 어떻게 계산하나요?"
여객자동차운송사업 면허 신청,5. 여객자동차운송사업 면허 신청을 위해 필요한 주민등록표 등본은 어디에서 발급받을 수 있나요?
도시철도채권 매입필증 미사용 증명,"1. 도시철도채권 매입필증을 분실했는데, 미사용 증명을 요청하기 위해 어떤 기본서류를 제출해야 하나요?"
도시철도채권 매입필증 미사용 증명,"2. 도시철도채권 매입필증 재발행을 위해 미사용 증명을 받으려면, 분실공고문 외에 추가로 필요한 서류가 있나요?"
도시철도채권 매입필증 미사용 증명,3. 도시철도채권 매입필증 미사용 증명 신청을 하려면 국토교통부의 철도투자개발과에 어떻게 방문해야 하나요?
도시철도채권 매입필증 미사용 증명,"4. 도시철도채권 매입필증을 분실한 경우, 미사용 증명 신청은 우편으로도 가능하다고 들었는데, 어떤 절차를 따라야 하나요?"
도시철도채권 매입필증 미사용 증명,"5. 도시철도채권 매입필증 미사용 증명을 요청할 때 수수료가 없다고 하는데, 이와 관련된 법령은 무엇인지 알고 싶습니다."
도시철도채권 매입의무 일부면제 신청,"1. 도시철도채권 매입의무 일부면제를 신청하고 싶은데, 제출해야 할 기본서류는 어떤 것들이 있는지 알고 싶습니다."
도시철도채권 매입의무 일부면제 신청,2. 도시철도채권 매입의무의 일부면제를 받기 위해 국토교통부 철도투자개발과에 방문 신청할 때 필요한 절차가 무엇인지 궁금합니다.
도시철도채권 매입의무 일부면제 신청,"3. 도시철도채권 매입의무 일부면제를 신청할 때, 수수료가 없다는 사실이 맞는지 확인하고 싶습니다."
도시철도채권 매입의무 일부면제 신청,"4. 도시철도채권 매입의무 일부면제를 신청하기 위해 우편으로 서류를 보낼 경우, 어떤 주소로 보내야 하는지 알려주실 수 있나요?"
도시철도채권 매입의무 일부면제 신청,"5. 도시철도채권 매입의무 일부면제 신청 후 처리 기간이 1일이라고 하는데, 이 기간은 언제부터 시작되는지 궁금합니다."
골재 선별·파쇄신고 또는 바다골재 선별·세척신고,"1. 골재 선별·파쇄신고를 하려는데, 사업계획서에는 어떤 내용을 포함해야 하는지 구체적으로 알려주실 수 있나요?"
골재 선별·파쇄신고 또는 바다골재 선별·세척신고,2. 골재 선별·파쇄신고를 위해 제출해야 하는 구비서류 중에서 골재채취업등록증 사본은 어떻게 준비해야 하나요?
골재 선별·파쇄신고 또는 바다골재 선별·세척신고,3. 바다골재 선별·세척신고를 하려면 골재채취용 시설 및 장비 보유현황을 어떤 형식으로 제출해야 하는지 궁금합니다.
골재 선별·파쇄신고 또는 바다골재 선별·세척신고,4. 골재 선별·파쇄신고를 위해 사업부지 및 세척용 급수시설의 보유를 증명할 수 있는 서류는 어떤 것이 필요한가요?
골재 선별·파쇄신고 또는 바다골재 선별·세척신고,"5. 골재 선별·파쇄신고를 하려면 방문, 우편, 인터넷 중 어떤 방법으로 접수하는 것이 가장 효율적인지 조언해 주실 수 있나요?"
골재채취허가,"1. 골재채취허가를 신청하려고 하는데, 필요한 구비서류 중에서 골재채취업등록증 사본은 어떻게 준비해야 하나요?"
골재채취허가,"2. 골재채취허가를 위해 사업계획서를 작성해야 하는데, 이 사업계획서에는 어떤 내용이 반드시 포함되어야 하는지 궁금합니다."
골재채취허가,"3. 골재채취허가를 신청할 때, 위치도와 종, 횡단면도 및 입체면적을 표시한 실측평면도는 어떤 형식으로 제출해야 하나요?"
골재채취허가,4. 골재채취허가를 위해 제출해야 하는 환경영향예측과 저감대책은 어떤 기준에 따라 작성해야 하는지 알고 싶습니다.
골재채취허가,"5. 공동으로 골재채취허가를 신청할 경우, 각각의 대표자임을 증명할 수 있는 서류는 어떤 것이 필요한가요?"
골재채취업 법인합병신고,"1. 골재채취업을 영위하고 있는 법인과 다른 법인 간의 합병을 진행 중인데, 합병계약서 사본 외에 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
골재채취업 법인합병신고,"2. 최근에 골재채취업 법인합병을 신청하려고 하는데, 합병 후 존속하는 법인의 직전 회계연도의 대차대조표는 어떻게 준비해야 하는지 알고 싶습니다."
골재채취업 법인합병신고,"3. 골재채취업 법인합병신고를 위해 필요한 구비서류 중에서 합병에 관한 사항을 의결한 주주총회 결의서 사본이 필요한 경우, 어떤 형식으로 작성해야 하는지 안내받고 싶습니다."
골재채취업 법인합병신고,4. 골재채취업 법인합병신고를 위해 제출해야 하는 골재채취용 시설 및 장비의 보유현황을 기재한 서류는 어떤 내용을 포함해야 하는지 궁금합니다.
골재채취업 법인합병신고,"5. 골재채취업 법인합병신고를 위해 제출해야 하는 국가기술자격자 명단은 어떤 형식으로 작성해야 하며, 어떤 자격증이 포함되어야 하는지 알고 싶습니다."
골재채취업 상속신고,"1. 아버지가 골재 채취업을 운영하시다가 사망하셨는데, 제가 상속인으로서 골재채취업 상속신고를 하려면 어떤 서류를 제출해야 하나요?"
골재채취업 상속신고,"2. 골재 채취업 상속신고를 위해 필요한 자산평가액보고서는 어떻게 작성해야 하며, 제출 시 어떤 형식으로 제출해야 하나요?"
골재채취업 상속신고,3. 골재 채취업 상속신고를 위해 상속인임을 증명하는 서류로 어떤 문서를 준비해야 하는지 궁금합니다.
골재채취업 상속신고,"4. 제가 골재 채취업 상속신고를 하려는데, 골재채취용 시설 및 장비의 보유현황을 기재한 서류는 어떤 내용을 포함해야 하나요?"
골재채취업 상속신고,"5. 골재 채취업 상속신고를 위해 국가기술자격자의 명단을 제출해야 하는데, 이 명단은 어디서 확인할 수 있나요?"
골재채취업 양도·양수신고,"1. 골재채취업을 양도하려고 하는데, 양도계약서 사본 외에 어떤 기본서류를 제출해야 하는지 궁금합니다."
골재채취업 양도·양수신고,"2. 개인이 골재채취업을 양도할 때, 양수인의 자산평가액보고서가 필요한데, 이 서류는 어떻게 작성해야 하나요?"
골재채취업 양도·양수신고,3. 골재채취업 양도·양수신고를 위해 양수인의 골재채취용 시설 및 장비의 보유현황을 기재한 서류는 어떤 형식으로 제출해야 하는지 알고 싶습니다.
골재채취업 양도·양수신고,"4. 골재채취업을 양도하기 위해 신고서를 제출할 때, 법인인 경우 법인등기사항증명서는 어떻게 준비해야 하나요?"
골재채취업 양도·양수신고,"5. 골재채취업 양도신고를 위해 필요한 서류를 모두 준비했는데, 이 서류를 어디에 제출해야 하는지 알려주실 수 있나요?"
골재채취업 등록사항 변경신고,"1. 골재 채취업 등록사항을 변경하려고 하는데, 변경내용증명서류는 어떤 형태로 제출해야 하나요?"
골재채취업 등록사항 변경신고,"2. 사무소의 소재지를 변경하고자 할 때, 골재채취업 등록사항 변경신고는 어디에 방문하여 제출해야 하나요?"
골재채취업 등록사항 변경신고,3. 골재 채취업의 상호를 변경하려면 등록사항 변경신고서 외에 어떤 추가 서류가 필요한가요?
골재채취업 등록사항 변경신고,"4. 골재채취업 등록사항 변경신고를 인터넷으로 진행할 수 있는 방법이 궁금한데, 어떤 절차를 따라야 하나요?"
골재채취업 등록사항 변경신고,"5. 골재채취업 등록사항 변경신고를 제출한 후 처리 기간은 얼마나 걸리며, 처리 결과는 어떻게 통보받게 되나요?"
골재채취업등록,1. 골재채취업 등록을 위해 필요한 구비서류 중에서 골재채취용 시설과 장비의 보유현황을 기재한 서류는 어떤 형식으로 작성해야 하나요?
골재채취업등록,"2. 제가 개인사업자로 골재채취업 등록을 신청하려고 하는데, 자산평가액보고서 외에 어떤 기본서류를 제출해야 하는지 궁금합니다."
골재채취업등록,3. 골재채취업 등록을 위해 제출해야 하는 국가기술자격명단은 어떻게 확인하고 받을 수 있는지 알고 싶습니다.
골재채취업등록,4. 법인으로 골재채취업 등록을 하려면 직전회계년도 대차대조표 외에 어떤 추가 서류가 필요한가요?
골재채취업등록,"5. 골재채취업 등록 신청 시 수수료는 얼마이며, 이를 납부하는 방법은 어떤 것이 있는지 알고 싶습니다."
측량업 등록사항 변경신고,"1. 측량업 등록사항 변경신고를 하려는데, 주된 영업소의 소재지를 변경할 경우 어떤 서류를 제출해야 하나요?"
측량업 등록사항 변경신고,"2. 측량업 등록사항 변경신고를 위해 측량업용 장비를 변경했는데, 변경된 장비의 성능검사서 사본은 어떻게 준비해야 하나요?"
측량업 등록사항 변경신고,3. 법인대표자가 변경되어 측량업 등록사항 변경신고를 하려면 법인등기사항증명서를 어떻게 발급받을 수 있나요?
측량업 등록사항 변경신고,4. 측량업 등록사항 변경신고를 위해 보유하고 있는 측량기술인력의 변경 사항을 제출하려면 어떤 서류가 필요한가요?
측량업 등록사항 변경신고,5. 측량업 등록사항 변경신고를 인터넷으로 접수하려면 어떤 절차를 따라야 하는지 궁금합니다.
"측량업(등록증, 등록수첩) 재발급","1. 측량업 등록증을 잃어버려서 재발급을 받고 싶은데, 어떤 절차를 통해 신청해야 하나요?"
"측량업(등록증, 등록수첩) 재발급","2. 측량업 등록수첩이 헐어서 사용할 수 없게 되었는데, 재발급 신청서를 어디서 받을 수 있나요?"
"측량업(등록증, 등록수첩) 재발급","3. 측량업 등록증 재발급을 위해 방문 신청할 경우, 수수료는 얼마인지 확인하고 싶습니다."
"측량업(등록증, 등록수첩) 재발급","4. 측량업 등록수첩 재발급을 위해 대리인이 신청할 수 있는지, 필요한 서류는 무엇인지 궁금합니다."
"측량업(등록증, 등록수첩) 재발급",5. 측량업 등록증 재발급 신청을 인터넷으로 하려면 어떤 절차를 따라야 하는지 알고 싶습니다.
측량업등록,"1. 측량업 등록을 하려는데, 보유하고 있는 측량기술자의 명단과 경력증명서를 어떻게 준비해야 하나요?"
측량업등록,"2. 측량업을 새로 시작하려고 하는데, 등록 시 필요한 장비의 명세서와 성능검사서 사본은 어디서 발급받을 수 있나요?"
측량업등록,3. 측량업 등록을 위해 소유권 또는 사용권을 증명할 수 있는 서류는 어떤 종류가 필요한가요?
측량업등록,4. 측량업 등록을 위해 제출해야 하는 기본서류 중 사업자등록증은 어떻게 준비해야 하는지 궁금합니다.
측량업등록,5. 측량업 등록을 위해 국토교통부 공간정보제도과에 방문 신청을 하려면 어떤 절차를 따라야 하나요?
지도등 또는 측량용 사진의 국외반출허가,"1. 연안해역기본도를 국외로 반출하고 싶은데, 보안각서와 여권사본 외에 어떤 구비서류가 필요한가요?"
지도등 또는 측량용 사진의 국외반출허가,"2. 지도등 또는 측량용 사진의 국외반출허가를 신청하려고 하는데, 수수료가 2,000원이라고 들었어요. 이 수수료는 어떻게 납부하나요?"
지도등 또는 측량용 사진의 국외반출허가,"3. 기본측량의 측량성과 중 하나인 지도를 국외로 반출하기 위해 허가를 받으려면, 신청은 방문으로만 가능한가요, 아니면 우편으로도 가능하나요?"
지도등 또는 측량용 사진의 국외반출허가,4. 국토교통부의 공간정보제도과에 지도등의 국외반출허가를 신청하면 처리 기간이 얼마나 걸리나요? 일반적인 경우와 협의체 구성 시의 차이가 궁금합니다.
지도등 또는 측량용 사진의 국외반출허가,"5. 외국인인 제 친구가 측량용 사진을 국외로 반출하려고 하는데, 여권사본 외에 어떤 서류를 제출해야 하는지 알고 싶습니다."
측량성과등 사본발급,"1. 기본측량의 측량성과 사본을 발급받고 싶은데, 국토교통부의 공간정보제도과에 어떤 방법으로 신청할 수 있나요?"
측량성과등 사본발급,"2. 측량성과 사본을 발급받기 위해 필요한 수수료는 어떻게 확인할 수 있으며, 어떤 법률에 따라 정해지는 건가요?"
측량성과등 사본발급,"3. 측량기록의 사본을 발급받으려면 국토지리정보원에 직접 방문해야 하는지, 아니면 우편이나 인터넷으로도 신청이 가능한가요?"
측량성과등 사본발급,"4. 측량성과 사본 발급 신청을 위해 특별히 준비해야 할 구비서류가 없는 것 같은데, 혹시 추가로 필요한 사항이 있을까요?"
측량성과등 사본발급,"5. 기본측량의 측량성과 사본을 발급받기 위해 신청할 때, 처리 기간은 얼마나 걸리는지 궁금합니다."
측량기기 성능검사 대행자등록,1. 측량기기 성능검사 대행자로 등록하기 위해 필요한 기본서류는 무엇인지 구체적으로 알고 싶습니다.
측량기기 성능검사 대행자등록,"2. 측량기기 성능검사 대행자 등록 신청서를 제출할 때, 사업계획서 외에 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
측량기기 성능검사 대행자등록,"3. 측량기기 성능검사 대행자 등록을 위해 수수료가 20,000원이라고 들었는데, 이 수수료는 어떻게 납부해야 하나요?"
측량기기 성능검사 대행자등록,4. 측량기기 성능검사 대행자로 등록하기 위해 필요한 성능검사용시설 및 장비의 명세서는 어떤 형식으로 작성해야 하는지 알고 싶습니다.
측량기기 성능검사 대행자등록,5. 측량기기 성능검사 대행자 등록 신청을 인터넷으로 하려면 어떤 절차를 따라야 하는지 자세히 설명해 주실 수 있나요?
국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함),"1. 국유재산 사용 수익 허가를 받기 위해 국유재산법 시행규칙에 따라 신청서를 작성하려고 하는데, 별지서식 1호는 어디에서 다운로드 받을 수 있나요?"
국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함),"2. 도로에 대한 국유재산 사용 수익 허가를 신청하고 싶은데, 신청서를 제출할 때 방문, 우편, 인터넷 중 어떤 방법이 가장 빠른가요?"
국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함),"3. 하천에 대한 국유재산 사용 수익 허가를 신청할 경우, 처리 기간이 20일로 되어 있는데, 이 기간 동안 추가로 필요한 서류가 있나요?"
국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함),"4. 국유재산 사용 수익 허가를 신청할 때 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 궁금합니다."
국유재산사용수익허가(국유재산법적용을 받는 도로·구거·하천·유지·제방 및 그 부속시설에 한함),"5. 국유재산 사용 수익 허가를 받고자 하는 자격에 제한이 없다고 하셨는데, 신청자가 개인이 아닌 법인일 경우에도 동일한 조건이 적용되나요?"
국유재산 매장물 발굴승인,"1. 국유재산 매장물 발굴 승인을 신청하려고 하는데, 매장위치를 표시하는 도면은 어떻게 작성해야 하나요?"
국유재산 매장물 발굴승인,2. 매장물 발굴 승인을 위해 필요한 작업계획서는 어떤 내용을 포함해야 하는지 궁금합니다.
국유재산 매장물 발굴승인,3. 국유재산 매장물 발굴 승인을 신청할 때 제출해야 하는 재정보증인의 재산세납세증명은 어디서 발급받을 수 있나요?
국유재산 매장물 발굴승인,"4. 매장물 발굴 승인을 신청하기 위해 사업자금조달계획서를 작성해야 하는데, 어떤 형식으로 작성해야 하는지 안내받을 수 있을까요?"
국유재산 매장물 발굴승인,5. 국유재산 매장물 발굴 승인을 위해 구비해야 하는 소요경비명세서는 어떤 항목을 포함해야 하는지 알고 싶습니다.
해외건설업 신고사항 변경신고,"1. 해외건설업을 운영하고 있는 저희 회사의 상호가 변경되었는데, 해외건설업 신고사항 변경신고를 어떻게 진행해야 할까요?"
해외건설업 신고사항 변경신고,"2. 대표자가 변경된 경우, 해외건설업 신고사항 변경신고를 위해 어떤 서류를 제출해야 하는지 궁금합니다."
해외건설업 신고사항 변경신고,"3. 영업소재지를 변경하려고 하는데, 해외건설업 신고사항 변경신고는 어떤 방법으로 접수할 수 있는지 알려주세요."
해외건설업 신고사항 변경신고,4. 해외건설업 신고사항 변경신고를 위해 필요한 기본서류 중 해외건설업신고확인증은 어디서 발급받을 수 있나요?
해외건설업 신고사항 변경신고,"5. 해외건설업 신고사항 변경신고를 할 때, 수수료가 없다고 들었는데, 이와 관련된 추가 비용이 발생하는지 확인하고 싶습니다."
해외건설업 신고필증 재교부 신청,"1. 해외건설업 신고필증을 분실했는데, 재교부 신청을 위해 어떤 기본서류를 제출해야 하나요?"
해외건설업 신고필증 재교부 신청,"2. 해외건설업 신고필증이 훼손된 경우, 재교부 신청은 어떻게 진행해야 하며, 필요한 서식은 무엇인가요?"
해외건설업 신고필증 재교부 신청,"3. 해외건설업 신고필증 재교부 신청을 위해 국토교통부의 해외건설정책과에 방문하려고 하는데, 접수 방법에 대해 자세히 알고 싶습니다."
해외건설업 신고필증 재교부 신청,"4. 해외건설업 신고필증 재교부 신청 시 수수료는 없다고 들었는데, 혹시 다른 비용이 발생할 가능성이 있는지 궁금합니다."
해외건설업 신고필증 재교부 신청,"5. 해외건설업 신고필증을 재교부 받기 위해 신청서를 작성할 때, 어떤 법령에 근거하여 진행해야 하는지 알고 싶습니다."
해외건설업 신고,"1. 해외건설업 신고를 하려는데, 해외건설촉진법 제6조에 따라 필요한 증명서류는 무엇인지 궁금합니다."
해외건설업 신고,2. 해외건설업 신고를 위해 사업자등록증 외에 어떤 기본서류를 제출해야 하는지 알고 싶습니다.
해외건설업 신고,3. 해외건설업 신고를 위해 제출해야 하는 서류 중 전자문서로 제출할 수 있는 서류는 어떤 것이 있는지 설명해 주실 수 있나요?
