기관유형,기관유형별분류,대표기관명,전체기관명,최하위기관명,대표전화번호,새우편번호,도로명주소
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 고삼우체국,고삼우체국,031-672-7000,17505,경기도 안성시 고삼면 고삼호수로 8
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 금광우체국,금광우체국,031-672-3000,17535,경기도 안성시 금광면 금광초교길 71
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 보개우체국,보개우체국,031-672-0005,17585,경기도 안성시 삼거리길 17(가사동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 안성대덕우체국,안성대덕우체국,031-672-1500,17573,경기도 안성시 공단로 8(신건지동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 원곡우체국,원곡우체국,031-653-1300,17556,경기도 안성시 원곡면 가천중앙1길 36
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 안성삼죽우편취급국,안성삼죽우편취급국,031-672-4770,17513,경기도 안성시 삼죽면 삼백로 5
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 안성공단우편취급국,안성공단우편취급국,031-677-7906,17599,경기도 안성시 안성맞춤대로 685
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안성우체국 안성서운우편취급국,안성서운우편취급국,031-672-9000,17607,경기도 안성시 서운면 솔뫼로 241 안성서운우편취급국
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 경기광주우체국,경기광주우체국,031-799-5900,12746,경기도 광주시 행정타운로 49-10(송정동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 경안동우체국,경안동우체국,031-797-8711,12755,경기도 광주시 중앙로 123(경안동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 퇴촌우체국,퇴촌우체국,031-767-3200,12711,경기도 광주시 퇴촌면 광동로 29
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 곤지암우체국,곤지암우체국,031-762-6000,12804,경기도 광주시 곤지암읍 곤지암로 56
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 오포우체국,오포우체국,031-766-4000,12790,경기도 광주시 오포읍 오포로 698
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 초월우체국,초월우체국,031-766-2201,12735,경기도 광주시 초월읍 경충대로 1243-9
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 도척우체국,도척우체국,031-762-5000,12815,경기도 광주시 도척면 노곡로 47-7
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 남한산성우편취급국,남한산성우편취급국,031-749-9668,12700,경기도 광주시 중무면 남한산성로 767
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 경기광주태전우편취급국,경기광주태전우편취급국,031-767-2007,12785,경기도 광주시 고불로 109-9(태전동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 경기광주우체국 경기광주신현우편취급국,경기광주신현우편취급국,031-717-7080,12820,"경기도 광주시 오포읍 머루숯길 11, 101호"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 구리우체국 구리우체국,구리우체국,031-560-0000,11922,경기도 구리시 건원대로 34번길 34(인창동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 구리우체국 구리교문동우체국,구리교문동우체국,031-555-0004,11934,경기도 구리시 안골로 32(교문동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 구리우체국 구리수택동우체국,구리수택동우체국,031-554-0004,11940,경기도 구리시 체육관로74번길 51(수택동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 구리우체국 구리갈매우체국,구리갈매우체국,031-571-1005,11903,경기도 구리시 갈매길 97(갈매동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 구리우체국 구리수택3동우편취급국,구리수택3동우편취급국,031-567-9600,11945,경기도 구리시 검배로 128(토평동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 강화우체국,강화우체국,032-934-2800,23036,인천광역시 강화군 강화읍 강화대로 384
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 교동우체국,교동우체국,032-934-4500,23002,인천광역시 강화군 교동면 교동남로 61
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 강화길상우체국,강화길상우체국,032-937-2005,23050,인천광역시 강화군 길상면 온수길 27
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 양도우체국,양도우체국,032-937-2004,23057,인천광역시 강화군 양도면 강화남로 711-1
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 서도우체국,서도우체국,032-932-7300,23008,인천광역시 강화군 서도면 주문도길 220
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 내가우체국,내가우체국,032-932-5800,23018,인천광역시 강화군 내가면 강화서로 217-8
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 불은우체국,불은우체국,032-937-4600,23046,인천광역시 강화군 불은면 강화동로 562-1
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 삼산우체국,삼산우체국,032-932-3004,23005,인천광역시 강화군 삼산면 삼산북로 463번길 8
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 선원우체국,선원우체국,032-932-2551,23043,인천광역시 강화군 선원면 대문고개로 18
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 송해우체국,송해우체국,032-932-2553,23019,인천광역시 강화군 송해면 강화대로 669
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 하점우체국,하점우체국,032-933-5100,23014,인천광역시 강화군 하점면 강화대로 1089
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 화도우체국,화도우체국,032-937-3000,23060,인천광역시 강화군 화도면 마니산로 703-12
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 양사우체국,양사우체국,032-932-5500,23012,인천광역시 강화군 양사면 덕하로 95
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 강화우체국 강화갑곳리우편취급국,강화갑곳리우편취급국,032-933-0018,23024,인천광역시 강화군 강화읍 갑룡길 33-1
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 가평우체국,가평우체국,031-582-2001,12418,경기도 가평군 가평읍 보납로 2
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 청평우체국,청평우체국,031-584-0001,12452,경기도 가평군 청평면 잠곡로 19
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 가평조종우체국,가평조종우체국,031-585-1000,12438,경기도 가평군 하면 현창로 31
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 설악우체국,설악우체국,031-584-7701,12467,경기도 가평군 설악면 신천중앙로 109
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 가평북면우체국,가평북면우체국,031-582-0012,12407,경기도 가평군 북면 가화로 967
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 가평우체국 상면우체국,상면우체국,031-585-2000,12444,경기도 가평군 상면 청군로 1107
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 양평우체국,양평우체국,031-772-2800,12555,경기도 양평군 중앙로111번길 11
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 경기용문우체국,경기용문우체국,031-773-4004,12521,경기도 양평군 용문면 용문로 315
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 양평청운우체국,양평청운우체국,031-773-9801,12530,경기도 양평군 청운면 용두로 152
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 양평양서우체국,양평양서우체국,031-773-6002,12585,경기도 양평군 양서면 양수로 152번길 26
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 양평지평우체국,양평지평우체국,031-773-7002,12541,경기도 양평군 지평면 지평의병로 87
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 강상우체국,강상우체국,031-772-3703,12572,경기도 양평군 강상면 양평대교길 87
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 강하우체국,강하우체국,031-772-4004,12574,경기도 양평군 강하면 운심길 41
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 개군우체국,개군우체국,031-772-8004,12568,경기도 양평군 개군면 하자포길 33
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 서종우체국,서종우체국,031-773-6004,12502,경기도 양평군 서종면 하문호길 3
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 양동우체국,양동우체국,031-773-1004,12539,경기도 양평군 양동면 학둔지아래길 83
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 단월우체국,단월우체국,031-773-0204,12529,경기도 양평군 단월면 재인동길 2-8
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 양평우체국 경기옥천우체국,경기옥천우체국,031-772-5004,12507,경기도 양평군 옥천면 옥천길 42
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 여주우체국,여주우체국,031-884-2420,12627,경기도 여주시 세종로 100 (홍문동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 가남우체국,가남우체국,031-882-0100,12662,경기도 여주시 가남읍 태평로 29 
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 이포우체국,이포우체국,031-882-9004,12604,경기도 여주시 금사면 이포로 36
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 능서우체국,능서우체국,031-882-4104,12641,경기도 여주시 능서면 마장로 84
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 세종대왕우체국,세종대왕우체국,031-882-4104,12641,경기도 여주시 능서면 마장로 84
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 대신우체국,대신우체국,031-882-8004,12610,경기도 여주시 대신면 여양로 1430-7
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 점동우체국,점동우체국,031-882-7004,12667,경기도 여주시 점동면 청안로 154
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 강천우체국,강천우체국,031-882-6004,12616,경기도 여주시 강천면 간매1길 10-1
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 북내우체국,북내우체국,031-882-0004,12613,경기도 여주시 북내면 여양2로 287-1
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 여주하리우편취급국,여주하리우편취급국,031-885-0001,12623,경기도 여주시 청심로 102 (하동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 여주오학우편취급국,여주오학우편취급국,031-885-0084,12639,경기도 여주시 도예로 94 (오학동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 여주상품우편취급국,여주상품우편취급국,031-884-0144,12603,경기도 여주시 산북면 상품로 113
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 여주우체국 여주흥천우편취급국,여주흥천우편취급국,031-881-0880,12607,경기도 여주시 흥천면 부흥로 459 (효지리)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 동두천우체국,동두천우체국,031-862-2003,11312,경기도 동두천시 평화로 2518(생연동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 양주덕정동우체국,양주덕정동우체국,031-858-0005,11450,경기도 양주시 덕정길 29(덕정동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 동두천중앙동우체국,동두천중앙동우체국,031-862-2001,11328,경기도 동두천시 중앙로273번길 23(생연동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 신산우체국,신산우체국,031-863-5500,11404,경기도 양주시 남면 개나리길 41
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 은현우체국,은현우체국,031-863-5005,11427,경기도 양주시 은현면 은현로 73-36
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 동두천지행동우체국,동두천지행동우체국,031-857-0700,11346,경기도 동두천시 중앙로 136(지행동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 양주덕계우편취급국,양주덕계우편취급국,031-863-0222,11443,경기도 양주시 평화로 1445(덕계동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 동두천우체국 양주남면우편취급국,양주남면우편취급국,031-863-5500,11404,경기도 양주시 남면 개나리길 114 (신산리)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천우체국,연천우체국,031-834-0003,11013,경기도 연천군 연천읍 연천로 280
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천초성우편출장소,연천초성우편출장소,031-832-1401,11023,경기도 연천군 청산면 학담로 89번길 5
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천초성우편취급국,연천초성우편취급국,031-832-1403,11023,경기도 연천군 청산면 학담로89번길 5 초성우체국
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 전곡우체국,전곡우체국,031-832-0100,11034,경기도 연천군 전곡읍 전곡역로 69
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천군남우체국,연천군남우체국,031-833-7001,11006,경기도 연천군 군남면 군남로 406
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천백학우체국,연천백학우체국,031-835-5205,11048,경기도 연천군 백학면 두백로 21
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 대광우체국,대광우체국,031-834-8001,11000,경기도 연천군 신서면 연신로 1151
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천미산우체국,연천미산우체국,031-833-7301,11044,경기도 연천군 미산면 청정로 1734
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 연천우체국 연천청산우체국,연천청산우체국,031-835-3404,11020,경기도 연천군 청산면 아우라지길 4
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 백령우체국 백령우체국,백령우체국,032-836-0002,23101,인천광역시 옹진군 백령면 백령로 270
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 백령우체국 대청우체국,대청우체국,032-836-2600,23105,인천광역시 옹진군 대청면 대청로 7번길 31
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 백령우체국 백령소청우체국,백령소청우체국,032-836-3400,23106,인천광역시 옹진군 대청면 소청동로 88-40
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 오산우체국,오산우체국,031-374-2001,18135,경기도 오산시 성호대로 85 (오산동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 오산원동우체국,오산원동우체국,031-375-9004,18146,경기도 오산시 경기대로 95 (원동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 오산세교우체국,오산세교우체국,031-374-5790,18108,경기도 오산시 문헌공로 37 (금암동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 오산신장동우편취급국,오산신장동우편취급국,031-376-0001,18118,경기도 오산시 내삼미로 3 (궐동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 오산수청동우편취급국,오산수청동우편취급국,031-373-2005,18114,경기도 오산시 청학로 115(수청동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 오산우체국 한신대학교취급국,한신대학교취급국,031-372-3077,18101,경기도 오산시 한신대길 137 (양산동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남우체국,하남우체국,031-792-2007,12975,경기도 하남시 신장로 165
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남창우동우체국,하남창우동우체국,031-791-2006,12954,경기도 하남시 대청로80(창우동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남감북동우체국,하남감북동우체국,02-485-0205,12990,경기도 하남시 감북로 26(감일동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남미사우체국,하남미사우체국,031-8027-2390,12909,경기도 하남시 미사강변대로30
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남석해우편취급국,하남석해우편취급국,031-791-4344,12959,경기도 하남시 하남대로 777번길 14(신장동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 하남우체국 하남미사2동우편취급국,하남미사2동우편취급국,031-794-2206,12903,"경기도 하남시 망월동 855-7, 103호"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 부천우편집중국 부천우편집중국,부천우편집중국,032-680-0300,14442,경기도 부천시 오정구 오정로211번길 40(오정동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 고양우편집중국 고양우편집중국,고양우편집중국,031-920-5288,10449,경기도 고양시 일산동구 호수로 366 (백석2동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안양우편집중국 안양우편집중국,안양우편집중국,031-389-9395,14067,경기도 안양시 동안구 평촌대로 212(관양동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 안양우편집중국 안양우편물류센터,안양우편물류센터,031-428-4820,14041,경기도 안양시 동안구 시민대로 121(호계동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 의정부우편집중국 의정부우편집중국,의정부우편집중국,031-850-0502,11787,경기도 의정부시 산단로98번길 65(용현동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 수원우편집중국 수원우편집중국,수원우편집중국,031-201-7316,16704,경기도 수원시 영통구 청명남로 57 (영통동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 경인지방우정청 성남우편집중국 성남우편집중국,성남우편집중국,031-785-0154,13636,경기도 성남시 분당구 성남대로 57(구미동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산진우체국,부산진우체국,051-810-0700,47271,"부산광역시 부산진구 가야대로 579 (가야동, 부산진우체국)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산서면우체국,부산서면우체국,051-711-2077,47251,부산광역시 부산진구 중앙대로775번길 5(부전동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산범천동우체국,부산범천동우체국,051-635-0001,47354,부산광역시 부산진구 황령대로18번길 21 (범천동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산양정동우체국,부산양정동우체국,051-862-1884,47214,부산광역시 부산진구 거제대로22번길 20 (양정동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산당감동우체국,부산당감동우체국,051-895-9399,47144,부산광역시 부산진구 당감로 50-1 (당감동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산부암동우체국,부산부암동우체국,051-803-0580,47133,부산광역시 부산진구 동평로 211 (연지동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산당감3동우체국,부산당감3동우체국,051-893-0100,47179,부산광역시 부산진구 백양대로 156 (당감동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산부전2동우체국,부산부전2동우체국,051-818-2004,47300,"부산광역시 부산진구 중앙대로666번길 50, 서면더샾센트럴스타 C동 1층 상가 (부전동)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산범천2동우체국,부산범천2동우체국,051-643-2001,47369,부산광역시 부산진구 신암로 9 (범천동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산양정1동우체국,부산양정1동우체국,051-867-4102,47207,부산광역시 부산진구 범양로 103 (양정동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산당감4동우체국,부산당감4동우체국,051-897-9005,47156,부산광역시 부산진구 백양산로53번길 71 (당감동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산전포동우편취급국,부산전포동우편취급국,051-807-4422,47238,부산광역시 부산진구 동성로108번길 4 (전포동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산전포아파트우편취급국,부산전포아파트우편취급국,051-808-3630,47315,부산광역시 부산진구 진남로356번길 38 (전포동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산범전동우편취급국,부산범전동우편취급국,051-807-8705,47205,부산광역시 부산진구 새싹로 72-1 (범전동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산연지동우편취급국,부산연지동우편취급국,051-805-0044,47123,부산광역시 부산진구 성지로 30 (연지동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산성지우편취급국,부산성지우편취급국,051-802-0700,47104,부산광역시 부산진구 초읍천로108번길 49-1 (초읍동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산가평우편취급국,부산가평우편취급국,051-894-0288,47379,부산광역시 부산진구 냉정로 218-1 (개금동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 부산개금3동우편취급국,부산개금3동우편취급국,051-892-5103,47173,"부산광역시 부산진구 개금본동로9번길 77 (개금동, 우진아파트)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산진우체국 동의대학교우편취급국,동의대학교우편취급국,051-897-4203,47340,부산광역시 부산진구 엄광로 176 (가야동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산우체국,부산우체국,051-600-3000,48931,부산광역시 중구 중앙대로 63 (중앙동3가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산서대신동우체국,부산서대신동우체국,051-243-6001,49227,부산광역시 서구 구덕로 313 (서대신동2가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산보수동우체국,부산보수동우체국,051-242-0014,48964,부산광역시 중구 흑교로45번길 7 (보수동2가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산충무동우체국,부산충무동우체국,051-243-0130,49254,부산광역시 서구 충무대로 258 (충무동1가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산창선동우체국,부산창선동우체국,051-242-0304,48946,부산광역시 중구 광복로39번길 3-1 (창선동2가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산아미동우체국,부산아미동우체국,051-256-2005,49241,"부산광역시 서구 구덕로 193 (아미동1가, 부산아미동우체국)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산송도우체국,부산송도우체국,051-243-0030,49268,(업무중지) 부산광역시 서구 충무대로 47 (암남동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산중앙동4가우체국,부산중앙동4가우체국,051-462-5626,48934,부산광역시 중구 충장대로5번길 72 (중앙동4가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산신동아빌딩우편취급국,부산신동아빌딩우편취급국,051-246-8009,48983,"부산광역시 중구 자갈치로 42, 신동아빌딩 2층 (남포동5가)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산메리놀병원우편취급국,부산메리놀병원우편취급국,051-469-8177,48972,"부산광역시 중구 중구로 121, 메리놀병원 (대청동4가)"
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산대영우편취급국,부산대영우편취급국,051-469-2305,48910,부산광역시 중구 초량상로5번길 34 (영주동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산천마우편취급국,부산천마우편취급국,051-255-2008,49256,부산광역시 서구 천마로 90 (남부민동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 부산우체국 부산구덕우편취급국,부산구덕우편취급국,051-243-2006,49210,부산광역시 서구 꽃마을로 42 (서대신동3가)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 동래우체국,동래우체국,051-559-7014,47743,부산광역시 동래구 명륜로 169 (명륜동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 동래온천우체국,동래온천우체국,051-552-0850,47712,부산광역시 동래구 금강로 106-1 (온천동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산수안동우체국,부산수안동우체국,051-552-0827,47877,부산광역시 동래구 충렬대로 244-1 (수안동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산사직동우체국,부산사직동우체국,051-502-3820,47842,부산광역시 동래구 아시아드대로 154 (사직동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산온천3동우체국,부산온천3동우체국,051-505-8004,47851,부산광역시 동래구 석사북로 106 (온천동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산안락동우체국,부산안락동우체국,051-529-2006,47797,부산광역시 동래구 충렬대로 395 (안락동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산명장동우체국,부산명장동우체국,051-521-2004,47774,부산광역시 동래구 명안로78번길 24 (명장동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 부산명륜동우편취급국,부산명륜동우편취급국,051-556-3005,47739,부산광역시 동래구 명륜로 269 (명륜동)
우정,우정_우체국,과학기술정보통신부,과학기술정보통신부 부산지방우정청 동래우체국 동래럭키아파트우편취급국,동래럭키아파트우편취급국,051-504-9000     ,47728,부산광역시 동래구 충렬대로107번길 96
