사무명,질문
소방공사감리 결과보고(통보),"3. 소방공사 감리 결과보고서 제출 시, 변경된 소방시설설계도면이 필요한 경우 어떤 형식으로 첨부해야 하나요?"
소방공사감리 결과보고(통보),"4. 소방공사 감리를 마친 후, 소방공사감리 결과보고서를 제출하는 데 수수료가 없다고 들었는데, 이 점에 대해 확인할 수 있을까요?"
소방공사감리 결과보고(통보),"5. 소방공사 감리일지를 소방공사감리 결과보고서와 함께 제출해야 하는 경우, 어떤 양식으로 작성해야 하는지 궁금합니다."
민방위대원 사망(부상)자 보상금 지급신청,"1. 민방위대원으로서 임무 수행 중 사망한 제 가족의 유족으로서, 보상금 지급신청을 위해 진단서와 사체검안서를 제출해야 하는데, 이 서류는 반드시 국공립병원에서 발행해야 하나요?"
민방위대원 사망(부상)자 보상금 지급신청,"2. 민방위대원으로서 교육훈련 중 부상을 입은 제 아버지의 유족으로 보상금을 신청하려고 하는데, 사실혼 관계를 증명하기 위한 서류는 어떤 것이 필요한가요?"
민방위대원 사망(부상)자 보상금 지급신청,"3. 민방위대원으로서 동원되어 임무 수행 중 사망한 제 형의 보상금 지급신청을 위해 주민등록표등초본을 제출해야 하는데, 이 서류는 어디서 발급받을 수 있나요?"
민방위대원 사망(부상)자 보상금 지급신청,"4. 민방위대원으로서 교육훈련 중 부상을 입은 제 남편의 유족으로서 보상금을 신청하려고 하는데, 기본증명서와 가족관계증명서 외에 추가로 제출해야 할 서류가 있을까요?"
민방위대원 사망(부상)자 보상금 지급신청,"5. 민방위대원으로서 임무 수행 중 사망한 제 아들의 보상금 지급신청을 위해 신청서를 작성하고 싶은데, 민방위기본법 시행규칙의 별지서식 27호는 어디에서 다운로드할 수 있나요?"
소방안전관리자 선임신고,"1. 소방안전관리자를 선임했는데, 소방안전관리자 선임신고를 하려면 어떤 기본서류를 제출해야 하나요?"
소방안전관리자 선임신고,"2. 소방안전관리자로 선임된 자의 국가기술자격증이 필요한 경우, 이 서류를 어떻게 제출해야 하는지 궁금합니다."
소방안전관리자 선임신고,3. 소방안전관리자 선임신고를 위해 소방시설관리사증과 소방안전관리자 수첩 외에 어떤 추가 서류가 필요한가요?
소방안전관리자 선임신고,"4. 소방안전관리자를 선임한 후, 소방안전관리자 선임신고를 인터넷으로 접수하려면 어떤 절차를 따라야 하나요?"
소방안전관리자 선임신고,"5. 소방안전관리자 선임신고를 위해 필요한 서류 중, 소방안전관리대상물의 소방안전관리에 관한 업무를 감독할 수 있는 직위에 있는 자임을 증명하는 서류는 어떻게 준비해야 하나요?"
민방위준비명령이행기간연장신청,"1. 민방위준비명령의 이행 기간 연장을 신청하려고 하는데, 연장사유서는 어떻게 작성해야 하나요?"
민방위준비명령이행기간연장신청,"2. 제가 관리하는 건축물에 대한 민방위준비명령 이행 기간 연장을 신청하고 싶은데, 신청은 어떻게 진행해야 하나요?"
민방위준비명령이행기간연장신청,3. 민방위준비명령 이행 기간 연장을 위해 대리인이 신청할 경우 필요한 절차가 무엇인지 알고 싶습니다.
민방위준비명령이행기간연장신청,"4. 민방위준비명령 이행 기간 연장 신청을 위해 행정안전부 민방위과에 방문할 때, 어떤 서류를 준비해야 하나요?"
민방위준비명령이행기간연장신청,5. 민방위준비명령 이행 기간 연장 신청을 인터넷으로 하려면 어떤 절차를 따라야 하는지 궁금합니다.
민방위대편입신고(지원),"1. 저는 25세 여성인데, 민방위대에 지원하고 싶습니다. 민방위대편입신고를 하려면 어떤 절차를 따라야 하나요?"
민방위대편입신고(지원),2. 40세가 넘은 남성입니다. 민방위대편입신고를 통해 민방위대 대원이 되고 싶다면 어떤 조건을 충족해야 하나요?
민방위대편입신고(지원),"3. 민방위대편입신고를 인터넷으로 신청하고 싶은데, 필요한 서식은 어디에서 다운로드 받을 수 있나요?"
민방위대편입신고(지원),"4. 민방위대에 지원하기 위해 민방위대편입신고를 하려고 하는데, 방문 접수 시 필요한 서류가 따로 있나요?"
민방위대편입신고(지원),"5. 민방위대편입신고를 위해 행정안전부 민방위과에 문의하고 싶은데, 연락처는 어떻게 되나요?"
민방위대편성제외신청,"1. 제가 심신장애가 있어 민방위대 편성에서 제외받고 싶은데, 의사진단서를 어떻게 준비해야 하나요?"
민방위대편성제외신청,2. 민방위대 편성 제외 신청을 하려면 민방위대 편성 제외 신청서를 어디서 받을 수 있나요?
민방위대편성제외신청,"3. 만성허약으로 민방위대 편성 제외를 신청하려고 하는데, 구비서류로 의사진단서 외에 다른 서류가 필요한가요?"
민방위대편성제외신청,4. 민방위대 편성 제외 신청을 위해 인터넷으로 신청하려면 어떤 절차를 따라야 하나요?
민방위대편성제외신청,5. 민방위대 편성 제외 신청을 대리인 통해 하려면 대리인의 신분증 외에 어떤 서류가 필요한가요?
민방위 동원 유예 신청,"1. 신체장애로 인해 민방위 동원명령을 받았는데, 유예 신청을 하려면 의사진단서 외에 어떤 서류가 필요한가요?"
민방위 동원 유예 신청,"2. 관혼상제로 민방위 동원 유예를 신청하고 싶은데, 통리장 확인서는 어떻게 발급받아야 하나요?"
민방위 동원 유예 신청,"3. 재해로 인해 민방위 동원에 응할 수 없는 상황인데, 유예 신청을 위해 관계 기관장의 확인서는 어떻게 준비해야 하나요?"
민방위 동원 유예 신청,"4. 민방위 동원 유예 신청을 위해 필요한 서류를 모두 준비했는데, 접수 방법은 방문 외에 어떤 방법이 있는지 궁금합니다."
민방위 동원 유예 신청,"5. 민방위 동원 유예 신청서 제출 후 처리 기간이 0일로 되어 있는데, 실제로 얼마나 걸릴지 예상할 수 있을까요?"
민방위 교육훈련 유예(면제) 신청,"1. 해외여행 중이라 민방위 교육훈련 이수가 불가능한데, 유예 신청을 하려면 어떤 서류를 제출해야 하나요?"
민방위 교육훈련 유예(면제) 신청,"2. 질병으로 인해 민방위 교육훈련에 참석할 수 없는 경우, 의사진단서 외에 추가로 어떤 서류가 필요할까요?"
민방위 교육훈련 유예(면제) 신청,"3. 재해로 인해 민방위 교육훈련을 받을 수 없는 상황인데, 통리장 확인서를 제출하면 유예 신청이 가능할까요?"
민방위 교육훈련 유예(면제) 신청,"4. 금고 이상의 형을 선고받고 현재 교도소에 수감 중인데, 민방위 교육훈련 면제를 신청하려면 어떤 서류를 제출해야 하나요?"
민방위 교육훈련 유예(면제) 신청,"5. 민방위 교육훈련 유예 신청을 인터넷으로 하려면, 별지서식 22호를 어떻게 다운로드 받을 수 있나요?"
내수면 유선 및 도선 요금 및 운임 (변경)신고,"1. 도선사업자로서 운임을 변경하고 싶습니다. 이 경우, 운임산출계산서를 포함하여 어떤 서류를 제출해야 하나요?"
내수면 유선 및 도선 요금 및 운임 (변경)신고,"2. 내수면 유선사업자로서 승선료를 정하고자 하는데, 신고를 위해 필요한 기본서류는 무엇인지 알고 싶습니다."
내수면 유선 및 도선 요금 및 운임 (변경)신고,"3. 유선사업자로서 승선료를 변경하려고 하는데, 신고는 어떻게 진행해야 하며, 접수 방법에 대해 설명해 주실 수 있나요?"
내수면 유선 및 도선 요금 및 운임 (변경)신고,"4. 도선사업자로서 운임 변경 신고를 하려면, 처리 기간이 3일이라고 하는데, 이 기간 동안 어떤 절차가 진행되는지 궁금합니다."
내수면 유선 및 도선 요금 및 운임 (변경)신고,"5. 내수면 유선 및 도선 요금 및 운임 변경 신고를 하려면 수수료가 없다고 들었는데, 이 점에 대해 확인해 주실 수 있나요?"
내수면 유선 및 도선 안전검사신청,"1. 내수면 유선 안전검사를 신청하려고 하는데, 선박마다 필요한 선박구조도면은 어떻게 준비해야 하나요?"
내수면 유선 및 도선 안전검사신청,"2. 유선 및 도선 안전검사를 위해 인명구조장비에 대한 명세서를 제출해야 하는데, 이 명세서에는 어떤 정보가 포함되어야 하나요?"
내수면 유선 및 도선 안전검사신청,"3. 내수면 유선 안전검사 신청을 위해 행정안전부 안전제도과에 방문할 때, 어떤 기본서류를 반드시 지참해야 하나요?"
내수면 유선 및 도선 안전검사신청,"4. 유선 및 도선 안전검사 신청 시 수수료는 어떻게 결정되며, 사례별 수수료에 대한 구체적인 정보는 어디에서 확인할 수 있나요?"
내수면 유선 및 도선 안전검사신청,"5. 내수면 도선 안전검사를 신청하고 싶은데, 신청서 양식은 유선 및 도선 사업법 시행규칙의 별지서식 16호를 사용해야 한다고 들었어요. 이 서식은 어디에서 다운로드 받을 수 있나요?"
내수면 유선 및 도선사업 면허(신고),"1. 내수면 유선사업 면허를 신청하려고 하는데, 영업구역도면은 어떻게 준비해야 하나요?"
내수면 유선 및 도선사업 면허(신고),2. 도선사업 면허를 받기 위해 필요한 구비서류 중 인명구조요원의 자격을 증명하는 서류는 어떤 형식으로 제출해야 하나요?
내수면 유선 및 도선사업 면허(신고),"3. 하천에서 유선사업을 시작하려고 하는데, 하천점용 허가서 사본은 어디에서 발급받을 수 있나요?"
내수면 유선 및 도선사업 면허(신고),"4. 내수면 유선사업 면허 신청 시 제출해야 하는 정관은 법인만 해당되나요, 개인사업자도 제출해야 하나요?"
내수면 유선 및 도선사업 면허(신고),"5. 유선사업 면허를 신청하기 위해 필요한 선박검사증서 사본은 어떻게 준비해야 하며, 어떤 선박에 해당하는지 궁금합니다."
내수면 유선 및 도선사업 운항약관 (변경)신고,"1. 내수면 유선사업을 운영하고 있는데, 운항약관을 변경하려면 어떤 절차를 따라야 하나요?"
내수면 유선 및 도선사업 운항약관 (변경)신고,2. 유선사업의 운항약관 변경 신고를 위해 필요한 기본서류는 무엇인지 궁금합니다.
내수면 유선 및 도선사업 운항약관 (변경)신고,"3. 내수면 도선사업의 운항약관을 신고하려고 하는데, 신고서는 어디서 받을 수 있나요?"
내수면 유선 및 도선사업 운항약관 (변경)신고,4. 운항약관 변경 신고를 위해 시ㆍ도지사에게 제출할 서류는 운항약관 외에 다른 것이 필요한가요?
내수면 유선 및 도선사업 운항약관 (변경)신고,"5. 내수면 유선사업의 운항약관을 변경하고자 할 때, 신고 후 처리 기간은 얼마나 걸리는지 알고 싶습니다."
내수면 유선 및 도선사업 면허(신고) 갱신신청,1. 내수면 유선 및 도선사업 면허 갱신을 위해 필요한 기본서류는 무엇인지 알고 싶습니다.
내수면 유선 및 도선사업 면허(신고) 갱신신청,"2. 유선 및 도선사업 면허의 유효기간이 만료된 후에도 계속 사업을 하고 싶은데, 갱신신청은 어떻게 진행해야 하나요?"
내수면 유선 및 도선사업 면허(신고) 갱신신청,3. 내수면 유선 및 도선사업 면허 갱신신청을 위해 방문 접수 시 어떤 절차를 따라야 하는지 궁금합니다.
내수면 유선 및 도선사업 면허(신고) 갱신신청,4. 유선 및 도선사업 면허 갱신신청을 인터넷으로 진행하려면 어떤 방법으로 신청해야 하는지 알고 싶습니다.
내수면 유선 및 도선사업 면허(신고) 갱신신청,"5. 내수면 유선 및 도선사업 면허 갱신 시 수수료가 없다고 들었는데, 혹시 추가로 발생할 수 있는 비용이 있는지 확인하고 싶습니다."
내수면 유선 및 도선사업 면허(신고)사항 변경신청,"1. 내수면 유선사업 면허사항을 변경하고 싶은데, 어떤 서류를 제출해야 하는지 구체적으로 알고 싶습니다. 특히, 변경내용을 증명할 수 있는 서류는 어떤 것이 필요한가요?"
내수면 유선 및 도선사업 면허(신고)사항 변경신청,"2. 현재 내수면 도선사업 신고사항을 변경하려고 하는데, 사업신고필증 외에 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
내수면 유선 및 도선사업 면허(신고)사항 변경신청,"3. 내수면 유선 및 도선사업 면허를 변경하기 위해 관할 시ㆍ도지사에게 제출해야 하는 서류 목록을 알고 싶습니다. 특히, 사업면허증이 필요한 경우 어떤 조건이 있는지 설명해 주실 수 있나요?"
내수면 유선 및 도선사업 면허(신고)사항 변경신청,"4. 내수면 유선사업 면허 변경신청을 온라인으로 진행하고 싶은데, 접수 방법에 대한 구체적인 절차를 안내받을 수 있을까요?"
내수면 유선 및 도선사업 면허(신고)사항 변경신청,"5. 내수면 도선사업 면허 변경신청을 위해 필요한 서류를 준비했는데, 제출 후 처리 기간이 얼마나 걸리는지 알고 싶습니다."
내수면 유선 및 도선사업 휴업(폐업·운항중단·재개) 신고,"1. 내수면 유선사업을 운영하고 있는 중인데, 휴업 신고를 하려면 어떤 절차를 따라야 하나요?"
내수면 유선 및 도선사업 휴업(폐업·운항중단·재개) 신고,"2. 도선사업을 하고 있는데, 운항중단 신고를 위해 필요한 서식은 어디서 받을 수 있나요?"
내수면 유선 및 도선사업 휴업(폐업·운항중단·재개) 신고,"3. 내수면 유선사업의 폐업 신고를 하려면 관할 시·도지사에게 직접 방문해야 하나요, 아니면 인터넷으로도 가능하나요?"
내수면 유선 및 도선사업 휴업(폐업·운항중단·재개) 신고,4. 유선 및 도선사업의 재개 신고를 하려면 어떤 법령에 따라 진행해야 하는지 궁금합니다.
내수면 유선 및 도선사업 휴업(폐업·운항중단·재개) 신고,"5. 내수면 유선사업의 휴업 신고서를 세무서에 제출할 때, 특별히 준비해야 할 서류가 있는지 알고 싶습니다."
민방위대원 부상자 치료신청,"1. 민방위대원으로서 교육훈련 중 부상을 입었는데, 부상자 치료신청을 하려면 어떤 절차를 따라야 하나요?"
민방위대원 부상자 치료신청,2. 민방위대원으로 동원되어 임무수행 중에 다쳤습니다. 부상자 치료신청을 위해 필요한 서식은 어디에서 받을 수 있나요?
민방위대원 부상자 치료신청,"3. 민방위대원 부상자 치료신청을 위해 인터넷으로 신청할 수 있는 방법이 궁금한데, 구체적인 절차를 알려주실 수 있나요?"
민방위대원 부상자 치료신청,"4. 민방위대원으로서 교육훈련 중 상이를 입은 경우, 치료신청을 위해 제출해야 할 서류는 무엇인지 알고 싶습니다."
민방위대원 부상자 치료신청,"5. 민방위대원 부상자 치료신청을 위해 방문 접수를 하려면, 어떤 부서에 가야 하는지 안내해 주실 수 있나요?"
주택건설사업(대지조성사업)의 착공 신고,"1. 주택건설사업의 착공 신고를 하려는데, 사업관계자 상호간 계약서 사본 외에 어떤 구비서류가 필요한가요?"
주택건설사업(대지조성사업)의 착공 신고,"2. 대지조성사업의 착공 신고를 위해 감리계획서와 감리의견서를 제출해야 하는데, 이 서류는 어떻게 작성해야 하나요?"
주택건설사업(대지조성사업)의 착공 신고,"3. 주택건설사업의 착공 신고를 위해 필요한 설계도서는 어떤 형식으로 제출해야 하며, 국토교통부에서 정한 고시된 도서는 어디에서 확인할 수 있나요?"
주택건설사업(대지조성사업)의 착공 신고,"4. 착공 신고를 위해 흙막이 구조도면이 필요한 경우, 이 도면은 어떤 기준으로 작성해야 하는지 궁금합니다."
주택건설사업(대지조성사업)의 착공 신고,"5. 주택건설사업의 착공 신고를 위해 인터넷으로 신청할 경우, 어떤 절차를 따라야 하며, 필요한 서식은 어디에서 다운로드 받을 수 있나요?"
건축물 해체공사 완료(멸실) 신고,"1. 최근에 건축물을 해체한 후, 건축물 해체공사 완료(멸실) 신고를 하려면 해체감리완료보고서 사본을 제출해야 하는데, 이 서류는 어떻게 준비해야 하나요?"
건축물 해체공사 완료(멸실) 신고,"2. 제가 소유한 건축물이 멸실된 경우, 건축물 해체공사 완료(멸실) 신고를 위해 어떤 절차를 따라야 하는지 궁금합니다."
건축물 해체공사 완료(멸실) 신고,"3. 건축물 해체공사 완료(멸실) 신고를 인터넷으로 제출하고 싶은데, 신고서 양식은 어디에서 다운로드 받을 수 있나요?"
건축물 해체공사 완료(멸실) 신고,4. 건축물 해체공사 완료(멸실) 신고를 하려면 방문 접수와 우편 접수 중 어떤 방법이 더 빠른지 알고 싶습니다.
건축물 해체공사 완료(멸실) 신고,"5. 건축물 해체공사 완료(멸실) 신고를 진행하려고 하는데, 수수료가 없다고 하니, 혹시 다른 비용이 발생할 가능성이 있는지 궁금합니다."
초경량비행장치사용사업 등록신청,"1. 무인비행장치를 이용한 농약살포 사업을 시작하려고 하는데, 초경량비행장치사용사업 등록신청을 위해 어떤 서류를 제출해야 하나요?"
초경량비행장치사용사업 등록신청,2. 초경량비행장치사용사업 등록신청을 하려면 사업계획서 외에 어떤 추가 서류가 필요한지 알고 싶습니다.
초경량비행장치사용사업 등록신청,"3. 제가 농지를 임대하여 무인비행장치를 이용한 사진촬영 사업을 하려는데, 부동산 사용을 증명하는 서류는 어떻게 준비해야 하나요?"
초경량비행장치사용사업 등록신청,"4. 초경량비행장치사용사업 등록신청을 위해 필요한 등록수수료 10,000원을 어떻게 납부할 수 있는지 궁금합니다."
초경량비행장치사용사업 등록신청,"5. 초경량비행장치사용사업 등록신청을 인터넷으로 접수하려고 하는데, 접수 후 처리 기간이 총 14일이라는 것은 어떤 과정을 포함하는 건가요?"
건축물 해체 변경허가 신청 및 변경 신고,"1. 기존에 신고한 건축물 해체 계획에 변경이 생겼는데, 변경허가 신청서를 어떻게 작성해야 하나요?"
건축물 해체 변경허가 신청 및 변경 신고,"2. 건축물 해체 변경허가를 신청할 때, 해체계획서가 변경된 경우에만 제출해야 하는 서류가 무엇인지 알고 싶습니다."
건축물 해체 변경허가 신청 및 변경 신고,3. 건축물 해체 변경허가를 신청하기 위해서는 어떤 구비서류가 필요한지 궁금합니다.
건축물 해체 변경허가 신청 및 변경 신고,"4. 건축물 해체 변경허가 신청을 위해 방문 접수를 하려면, 국토교통부 건축안전과의 위치는 어디인지 알 수 있을까요?"
건축물 해체 변경허가 신청 및 변경 신고,"5. 건축물 해체 변경허가를 신청했을 때, 처리 기간은 얼마나 걸리는지 확인하고 싶습니다."
건축물 해체 등 일괄 변경신고,"1. 건축물 해체 완료신고를 하면서 일괄 변경신고를 해야 하는데, 변경사항을 증명할 수 있는 서류는 어떤 것들이 필요한가요?"
건축물 해체 등 일괄 변경신고,2. 건축물 해체 등 일괄 변경신고를 위해 제출해야 하는 서류는 어떤 형식으로 준비해야 하나요?
건축물 해체 등 일괄 변경신고,"3. 건축물 해체 완료신고와 함께 일괄 변경신고를 하려면, 신고서를 어디에서 받을 수 있나요?"
건축물 해체 등 일괄 변경신고,"4. 건축물 해체 등 일괄 변경신고를 인터넷으로 제출하고 싶은데, 어떤 절차를 따라야 하는지 궁금합니다."
건축물 해체 등 일괄 변경신고,"5. 건축물 해체와 관련된 일괄 변경신고를 시군구에 방문하여 하려면, 접수 시간은 어떻게 되나요?"
건축물 해체공사착공 변경신고,"1. 제가 진행 중인 건축물 해체공사에서 착공예정일을 변경해야 하는데, 어떤 서류를 제출해야 하나요?"
건축물 해체공사착공 변경신고,"2. 해체작업자를 변경하고자 할 때, 건축물 해체공사착공 변경신고서를 어떻게 작성해야 하나요?"
건축물 해체공사착공 변경신고,"3. 건축물 해체공사착공 변경신고를 위해 방문 접수할 경우, 어떤 절차를 따라야 하나요?"
건축물 해체공사착공 변경신고,"4. 건축물 해체공사 착공신고를 이미 한 상태에서 변경사항을 신고하려면, 관련 서류는 무엇이 필요한가요?"
건축물 해체공사착공 변경신고,5. 건축물 해체공사착공 변경신고를 인터넷으로 제출할 수 있는 방법이 궁금합니다.
건축물 해체공사 착공신고,"1. 건축물 해체공사 착공신고를 하려는데, 해체공사계약서와 해체공사감리계약서 사본은 어떻게 준비해야 하나요?"
건축물 해체공사 착공신고,"2. 건축물 해체공사 착공신고를 위해 필요한 서류는 무엇인지, 특히 해체공사계약서와 해체공사감리계약서의 형식에 대해 알고 싶습니다."
건축물 해체공사 착공신고,"3. 건축물 해체공사 착공신고를 위해 국토교통부 건축안전과에 방문하려고 하는데, 접수 시간은 어떻게 되나요?"
건축물 해체공사 착공신고,4. 건축물 해체공사 착공신고를 인터넷으로 제출하려면 어떤 절차를 따라야 하는지 궁금합니다.
건축물 해체공사 착공신고,"5. 건축물 해체공사 착공신고를 한 후 처리 기간이 7일이라고 하는데, 이 기간 동안 추가로 제출해야 할 서류가 있는지 확인하고 싶습니다."
건축물현황도 열람ㆍ발급 신청,"1. 다중이용건축물의 건축물현황도를 열람하고 싶은데, 인터넷을 통해 무료로 발급받으려면 어떤 절차를 따라야 하나요?"
건축물현황도 열람ㆍ발급 신청,2. 제가 소유한 다중이용건축물의 건축물현황도를 방문 발급받으려면 수수료가 얼마인지 알고 싶습니다.
건축물현황도 열람ㆍ발급 신청,3. 다중이용건축물의 건축물현황도를 열람하기 위해 방문 신청을 하려면 어떤 서류가 필요한가요?
건축물현황도 열람ㆍ발급 신청,"4. 건축물현황도를 발급받기 위해 신청서를 작성할 때, 별지서식 9호의 2를 어디서 구할 수 있나요?"
건축물현황도 열람ㆍ발급 신청,"5. 다중이용건축물의 건축물현황도를 열람하고자 할 때, 신청 후 처리 기간은 얼마나 걸리나요?"
철도시설 안전진단전문기관 등록증 재발급 신청,"1. 철도시설 안전진단전문기관 등록증을 잃어버렸는데, 재발급 신청을 위해 어떤 구비서류를 제출해야 하는지 알고 싶습니다."
철도시설 안전진단전문기관 등록증 재발급 신청,"2. 외국인 임원이 포함된 법인의 경우, 철도시설 안전진단전문기관 등록증 재발급 신청 시 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
철도시설 안전진단전문기관 등록증 재발급 신청,"3. 철도시설 안전진단전문기관 등록증 재발급 신청을 하고 싶은데, 신청서 양식은 어디에서 받을 수 있는지 알려주실 수 있나요?"
철도시설 안전진단전문기관 등록증 재발급 신청,4. 철도시설 안전진단전문기관 등록증 재발급을 위해 법인의 자본금을 증명하는 서류는 어떤 형태로 제출해야 하는지 알고 싶습니다.
철도시설 안전진단전문기관 등록증 재발급 신청,5. 철도시설 안전진단전문기관 등록증 재발급 신청을 인터넷으로 진행하려면 어떤 절차를 따라야 하는지 설명해 주실 수 있나요?
철도시설 안전진단전문기관 법인합병 신고,"1. 철도시설 안전진단전문기관으로 등록된 저희 회사가 합병을 진행하려고 하는데, 합병계약서와 합병공고문 외에 어떤 서류를 추가로 제출해야 하나요?"
철도시설 안전진단전문기관 법인합병 신고,"2. 철도시설 안전진단전문기관으로서 합병 신고를 하려면 총회 결의서 사본을 포함해야 하는데, 이 결의서는 어떤 형식으로 작성해야 하나요?"
철도시설 안전진단전문기관 법인합병 신고,"3. 저희 철도시설 안전진단전문기관이 합병 후 존속할 법인에 대한 서류를 제출해야 하는데, 구체적으로 어떤 서류가 필요한지 알고 싶습니다."
철도시설 안전진단전문기관 법인합병 신고,"4. 철도시설 안전진단전문기관의 법인합병 신고를 위해 필요한 서류를 준비했는데, 이 서류를 어디에 제출해야 하는지 궁금합니다."
철도시설 안전진단전문기관 법인합병 신고,"5. 철도시설 안전진단전문기관으로 등록된 저희 기관이 합병 신고를 할 때, 수수료가 없다고 들었는데, 이 점에 대해 공식적으로 확인할 수 있는 방법이 있을까요?"
철도시설 안전진단전문기관 양도·양수 신고,"1. 철도시설 안전진단전문기관을 운영하고 있는 저희 회사가 영업 양도를 하려는데, 양도양수계약서 사본 외에 어떤 서류를 제출해야 하는지 궁금합니다."
철도시설 안전진단전문기관 양도·양수 신고,"2. 철도시설 안전진단전문기관의 양도 신고를 하려면, 양수인에 관한 법률 시행규칙에 따른 서류는 무엇이 필요한가요?"
철도시설 안전진단전문기관 양도·양수 신고,"3. 저희가 철도시설 안전진단전문기관으로 등록된 상태에서 합병을 진행하려고 하는데, 신고 절차는 어떻게 되는지 알고 싶습니다."
철도시설 안전진단전문기관 양도·양수 신고,4. 철도시설 안전진단전문기관 양도 신고를 위해 인터넷으로 신청할 수 있는 방법이 궁금합니다. 어떤 절차를 따라야 하나요?
철도시설 안전진단전문기관 양도·양수 신고,"5. 철도시설 안전진단전문기관의 영업 양도 신고를 시·도지사에게 제출할 때, 수수료는 전혀 발생하지 않는 것인지 확인하고 싶습니다."
철도시설 안전진단전문기관 휴업·재개업·폐업 신고,"1. 철도시설 안전진단전문기관으로 등록된 기관이 1년 이상 휴업한 경우, 휴업을 신고하기 위해 어떤 서류를 제출해야 하나요?"
철도시설 안전진단전문기관 휴업·재개업·폐업 신고,2. 재개업을 하려는 철도시설 안전진단전문기관은 어떤 절차를 통해 시ㆍ도지사에게 신고해야 하는지 궁금합니다.
철도시설 안전진단전문기관 휴업·재개업·폐업 신고,"3. 폐업을 고려 중인 철도시설 안전진단전문기관의 경우, 등록증 원본 외에 어떤 서류가 필요한가요?"
철도시설 안전진단전문기관 휴업·재개업·폐업 신고,"4. 철도시설 안전진단전문기관의 휴업 신고를 위해 방문 접수할 때, 필요한 서류를 미리 준비해야 하는지 알고 싶습니다."
철도시설 안전진단전문기관 휴업·재개업·폐업 신고,5. 철도시설 안전진단전문기관의 재개업 신고를 인터넷으로 진행할 수 있는 방법이 궁금합니다.
철도시설 안전진단전문기관 등록사항 변경신고,"1. 철도시설 안전진단전문기관으로 등록된 저희 기관의 상호를 변경하려고 하는데, 변경사항을 증명하는 서류는 어떤 것이 필요한가요?"
철도시설 안전진단전문기관 등록사항 변경신고,"2. 철도시설 안전진단전문기관 등록사항 변경신고를 하려면, 변경된 대표자의 정보를 어떻게 제출해야 하나요?"
철도시설 안전진단전문기관 등록사항 변경신고,"3. 저희 철도시설 안전진단전문기관의 사무소 소재지가 변경되었는데, 이 경우 신고는 어떻게 진행해야 하고, 필요한 서류는 무엇인가요?"
철도시설 안전진단전문기관 등록사항 변경신고,"4. 기술인력의 변동이 있어 철도시설 안전진단전문기관 등록사항 변경신고를 하려는데, 신고서 양식은 어디에서 받을 수 있나요?"
철도시설 안전진단전문기관 등록사항 변경신고,"5. 철도시설 안전진단전문기관으로 등록된 저희 기관의 장비가 추가되었을 때, 변경신고는 어떤 절차로 진행해야 하며, 수수료는 발생하나요?"
철도시설 안전진단전문기관 신규등록 신청,"1. 철도시설 안전진단전문기관으로 신규 등록을 하려는데, 법인의 대표자 및 임원의 명단을 제출할 때 어떤 형식으로 작성해야 하나요?"
철도시설 안전진단전문기관 신규등록 신청,"2. 외국인 임원이 포함된 법인에서 철도시설 안전진단전문기관 신규등록 신청을 하려면, 어떤 서류를 추가로 제출해야 하는지 궁금합니다."
철도시설 안전진단전문기관 신규등록 신청,"3. 철도시설 안전진단전문기관으로 등록하기 위해 필요한 기술인력 보유현황을 작성할 때, 별지 제12호서식은 어디에서 받을 수 있나요?"
철도시설 안전진단전문기관 신규등록 신청,4. 철도시설 안전진단전문기관 신규등록 신청 시 자본금을 증명하는 서류는 어떤 내용을 포함해야 하는지 알고 싶습니다.
철도시설 안전진단전문기관 신규등록 신청,"5. 철도시설 안전진단전문기관 등록 신청서를 제출할 때, 방문 외에 어떤 접수 방법이 가능한지 알려주실 수 있나요?"
주택 임대차신고,"1. 주택 임대차 계약서를 작성했는데, 이 계약서를 신고관청에 제출하려면 어떤 절차를 따라야 하나요?"
주택 임대차신고,2. 주택 임대차신고를 위해 인터넷으로 신고를 하려면 어떤 방법으로 진행해야 하는지 궁금합니다.
주택 임대차신고,"3. 주택 임대차 신고를 하려면 본인이 직접 방문해야 하는지, 아니면 대리인도 가능할까요?"
주택 임대차신고,"4. 주택 임대차 계약 신고서를 작성할 때, 별지서식 5호의 2를 어떻게 구할 수 있는지 알고 싶습니다."
주택 임대차신고,"5. 주택 임대차신고를 하는 데에 수수료가 없다고 들었는데, 혹시 다른 비용이 발생할 가능성은 없는지 확인하고 싶습니다."
기계설비성능점검업 변경등록 신청,"1. 기계설비성능점검업의 상호를 변경하고 싶은데, 변경 등록 신청 시 어떤 서류를 제출해야 하나요?"
기계설비성능점검업 변경등록 신청,"2. 기계설비성능점검업의 대표자를 변경하려고 하는데, 등록증과 등록수첩 외에 어떤 추가 서류가 필요한가요?"
기계설비성능점검업 변경등록 신청,"3. 기계설비성능점검업의 영업소 소재지를 변경할 경우, 기계설비성능점검업 등록증과 등록수첩 외에 어떤 서류를 제출해야 하나요?"
기계설비성능점검업 변경등록 신청,"4. 기계설비성능점검업의 기술인력을 변경하려면, 기능인력 보유증명서 외에 어떤 서류를 함께 제출해야 하나요?"
